case_id,human_gt,agent_original,P_case_EnvFail,P_case_AgentRetryFail,P_case_AgentReasoningFail,P_case_AgentFail,corrected_label,action,agent_fail_type,is_correct_before,is_correct_after,is_flipped
web_27_2,0,0.0,0.9999999999932176,6.031130507452785e-13,6.179330151766075e-12,6.782443202511354e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_27_3,0,0.0,0.9999999867397957,7.913935732667922e-09,5.346268778996116e-09,1.3260204511664037e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_27_4,0,0.0,0.999999999999925,6.97278467406682e-14,5.298101556246013e-15,7.502594829691421e-14,0,keep_EnvFail_or_AgentFail,,True,True,False
web_27_5,0,0.0,0.9999999867397957,7.913935732667922e-09,5.346268778996116e-09,1.3260204511664037e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_28_4,0,0.0,0.0004245734325579982,0.928988486404767,0.070586940162675,0.999575426567442,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_29_1,0,0.0,4.248944200781525e-12,0.9565070186157261,0.043492981380024845,0.999999999995751,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_29_3,0,0.0,2.475933066731064e-12,0.0018935580103763999,0.9981064419871477,0.9999999999975241,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_29_4,0,0.0,1.0,3.217745931780578e-23,1.1434784064336656e-23,4.3612243382142434e-23,0,keep_EnvFail_or_AgentFail,,True,True,False
web_29_5,0,0.0,5.555412584025573e-14,0.971827200939157,0.02817279906078767,0.9999999999999446,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_30_1,0,0.0,0.9999999998514135,1.3567549080383963e-10,1.2911017251328796e-11,1.4858650805516842e-10,0,keep_EnvFail_or_AgentFail,,True,True,False
web_30_2,0,0.0,3.294847729450485e-05,0.829299303723067,0.1706677477996385,0.9999670515227055,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_30_3,0,0.0,0.9999999999999418,5.194966537344716e-14,6.1913713031273555e-15,5.814103667657452e-14,0,keep_EnvFail_or_AgentFail,,True,True,False
web_30_5,0,0.0,0.9999999999900242,8.818699538075872e-12,1.1570566747051085e-12,9.975756212780981e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_31_4,0,0.0,0.999999999992043,6.487313811164492e-12,1.4697756692985304e-12,7.957089480463022e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_31_5,0,0.0,0.9999999999992393,6.725670399197711e-13,8.8244097598048e-14,7.608111375178191e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_34_1,0,0.0,0.002271110867274002,0.7171605784531658,0.2805683106795601,0.997728889132726,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_34_2,0,0.0,8.369785579748242e-07,0.4855270890525739,0.5144720739688682,0.9999991630214421,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_34_4,0,0.0,2.037953531190337e-06,0.13851819421035994,0.8614797678361088,0.9999979620464687,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_34_5,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_36_1,0,0.0,0.9999999999994937,3.6396221672800073e-13,1.423896786390809e-13,5.063518953670816e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_36_2,0,0.0,0.9999999999933609,4.7722728620912765e-12,1.867013574431011e-12,6.6392864365222875e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_36_3,0,0.0,1.0,1.1247728932596395e-23,2.8662016638376683e-25,1.1534349098980162e-23,0,keep_EnvFail_or_AgentFail,,True,True,False
web_36_4,0,0.0,0.9999999999998852,1.1121766760898535e-13,3.5494472047099104e-15,1.1476711481369526e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_36_5,0,0.0,0.9999999999999998,2.1947701439224148e-16,4.972504569901448e-17,2.6920206009125596e-16,0,keep_EnvFail_or_AgentFail,,True,True,False
web_3_2,0,0.0,0.9999999960943831,3.808565192909144e-09,9.705173336028046e-11,3.905616926269424e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_3_3,0,0.0,0.9999974268499237,1.8495623584174982e-06,7.235877179933282e-07,2.573150076410826e-06,0,keep_EnvFail_or_AgentFail,,True,True,False
web_3_4,0,0.0,0.9999999709225504,2.7024089462352874e-08,2.0533599864215627e-09,2.9077449448774437e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_3_5,0,0.0,0.9999999999999925,7.228978410341142e-15,3.1809357072398677e-16,7.547071981065128e-15,0,keep_EnvFail_or_AgentFail,,True,True,False
web_40_3,0,0.0,5.224770688807626e-15,0.9974032958861346,0.0025967041138600425,0.9999999999999947,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_41_2,0,0.0,0.999999998631981,1.1153285964394688e-09,2.526905406515789e-10,1.3680191370910476e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_41_3,0,0.0,0.9999999999992355,6.898709540604895e-13,7.468372393647963e-14,7.645546779969691e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_41_5,0,0.0,0.0003219299963371104,0.9575436942272376,0.04213437577642531,0.9996780700036629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_42_4,0,0.0,0.9999999999350548,2.5877584429492304e-11,3.906754801698219e-11,6.49451324464745e-11,0,keep_EnvFail_or_AgentFail,,True,True,False
web_43_3,0,0.0,1.0,4.857599342611387e-21,2.4041159504145362e-23,4.881640502115533e-21,0,keep_EnvFail_or_AgentFail,,True,True,False
web_46_3,0,0.0,0.9999999999999785,2.1307070144829807e-14,1.3206948662863888e-16,2.1439139631458446e-14,0,keep_EnvFail_or_AgentFail,,True,True,False
web_47_4,0,0.0,0.9999999999999998,1.9186397322252875e-16,4.945140393500406e-17,2.413153771575328e-16,0,keep_EnvFail_or_AgentFail,,True,True,False
web_47_5,0,0.0,0.9999688117826502,2.093214654722799e-05,1.0256070802736485e-05,3.118821734996447e-05,0,keep_EnvFail_or_AgentFail,,True,True,False
web_48_2,0,0.0,1.0,3.4809554321502396e-24,6.572931465435685e-27,3.487528363615675e-24,0,keep_EnvFail_or_AgentFail,,True,True,False
web_50_3,0,0.0,4.227049834572746e-13,0.9718272009387998,0.028172799060777364,0.9999999999995772,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_50_4,0,0.0,0.9999974268499237,1.8495623584174982e-06,7.235877179933282e-07,2.573150076410826e-06,0,keep_EnvFail_or_AgentFail,,True,True,False
web_51_1,0,0.0,1.0,5.662969403269244e-22,1.2830109483193163e-22,6.94598035158856e-22,0,keep_EnvFail_or_AgentFail,,True,True,False
web_51_2,0,0.0,1.0,7.333386895217174e-22,7.955095459146551e-23,8.128896441131829e-22,0,keep_EnvFail_or_AgentFail,,True,True,False
web_51_3,0,0.0,1.0,1.6726121418678668e-20,5.747325523937121e-20,7.419937665804987e-20,0,keep_EnvFail_or_AgentFail,,True,True,False
web_51_4,0,0.0,0.9999977202502889,1.3605968658951678e-06,9.191528451398065e-07,2.2797497110349744e-06,0,keep_EnvFail_or_AgentFail,,True,True,False
web_51_5,0,0.0,1.0,1.9254136752136693e-31,1.5897745935565882e-31,3.5151882687702574e-31,0,keep_EnvFail_or_AgentFail,,True,True,False
web_52_1,0,0.0,0.004161508633458591,0.8803343081460594,0.11550418322048196,0.9958384913665413,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_52_2,0,0.0,0.004161508633458591,0.8803343081460594,0.11550418322048196,0.9958384913665413,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_52_3,0,0.0,0.007990882667528672,0.41440365353800174,0.5776054637944696,0.9920091173324714,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_52_4,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_53_4,0,0.0,0.9999662619057255,2.425070725064026e-05,9.48738702393835e-06,3.373809427457861e-05,0,keep_EnvFail_or_AgentFail,,True,True,False
web_53_5,0,0.0,0.0009305485094091866,0.5962631590345001,0.4028062924560906,0.9990694514905907,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_2,0,0.0,3.9927535153820534e-08,0.9477692861440338,0.05223067392843104,0.9999999600724648,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_3,0,0.0,1.644900669489707e-09,0.9615663825462825,0.03843361580881702,0.9999999983550995,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_4,0,0.0,1.1490750355344445e-05,0.9751395238024871,0.024848985447157437,0.9999885092496446,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_54_5,0,0.0,0.00011673203473123371,0.9577402435165535,0.042143024448715274,0.9998832679652688,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_55_1,0,0.0,0.0015126690642701106,0.8826759171215587,0.11581141381417119,0.9984873309357298,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_55_4,0,0.0,9.93706041492135e-11,0.9983429280410153,0.0016570718596141932,0.9999999999006295,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_57_1,0,0.0,0.9999999999264662,4.7215747883832694e-11,2.6318016913973867e-11,7.353376479780656e-11,0,keep_EnvFail_or_AgentFail,,True,True,False
web_57_2,0,0.0,0.999999999106228,4.554242996188922e-10,4.383475149702527e-10,8.937718145891449e-10,0,keep_EnvFail_or_AgentFail,,True,True,False
web_57_3,0,0.0,0.9999999867397957,7.913935732667922e-09,5.346268778996116e-09,1.3260204511664037e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_57_4,0,0.0,0.9999999616476244,3.673590179012758e-08,1.6164737962795892e-09,3.8352375586407165e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_57_5,0,0.0,0.999999998631981,1.1153285964394688e-09,2.526905406515789e-10,1.3680191370910476e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_58_1,0,0.0,3.0380396375293117e-07,0.9477690360500495,0.0522306601459867,0.9999996961960361,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_2,0,0.0,5.305485862946517e-13,0.9987976025076418,0.0012023974918276895,0.9999999999994695,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_3,0,0.0,6.882791469537777e-07,0.7378074291841398,0.2621918825367133,0.9999993117208531,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_58_5,0,0.0,1.012182979565155e-12,0.9773766012893126,0.022623398709675266,0.9999999999989878,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_60_2,0,0.0,1.0,5.39764921839571e-28,7.308545968457921e-32,5.398380072992556e-28,0,keep_EnvFail_or_AgentFail,,True,True,False
web_60_3,0,0.0,0.9999999986379491,1.129585157730176e-09,2.3246583465369386e-10,1.36205099238387e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_60_4,0,0.0,1.0,1.0598383587100342e-21,7.314887784114606e-23,1.1329872365511803e-21,0,keep_EnvFail_or_AgentFail,,True,True,False
web_61_1,0,0.0,1.8563488208283424e-09,0.7116951425636072,0.28830485558004404,0.9999999981436513,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_61_2,0,0.0,7.479047728259195e-07,0.6920109509094923,0.3079883011857349,0.9999992520952272,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_61_3,0,0.0,4.329653689757913e-08,0.4412903396699425,0.5587096170335205,0.999999956703463,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_61_5,0,0.0,2.6224591366056485e-12,0.8701236424854123,0.12987635751196533,0.9999999999973777,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_64_3,0,0.0,1.0,7.318352799711e-26,1.160433088619519e-25,1.892268368590619e-25,0,keep_EnvFail_or_AgentFail,,True,True,False
web_64_4,0,0.0,5.167260956432785e-06,0.7187893229399188,0.2812055097991249,0.9999948327390438,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_64_5,0,0.0,6.364254466965195e-09,0.5447187681664343,0.45528122546931127,0.9999999936357455,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_65_1,0,0.0,0.0003219299963371104,0.9575436942272376,0.04213437577642531,0.9996780700036629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_65_2,0,0.0,1.0,4.64212250088523e-25,3.5272043517556537e-26,4.994842936060795e-25,0,keep_EnvFail_or_AgentFail,,True,True,False
web_65_3,0,0.0,1.0,2.991387012308572e-21,3.054610005396185e-23,3.0219331123625336e-21,0,keep_EnvFail_or_AgentFail,,True,True,False
web_65_4,0,0.0,0.9999999999982674,1.6894856157756086e-12,4.305230426501857e-14,1.7325379200406271e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_67_5,0,0.0,0.9999999999999998,1.8944244663488687e-16,5.375371402428066e-17,2.4319616065916753e-16,0,keep_EnvFail_or_AgentFail,,True,True,False
web_6_4,0,0.0,0.9999999977823788,2.0610195716239362e-09,1.5660158043437132e-10,2.2176211520583074e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_71_2,0,0.0,1.0,1.1302425219270348e-18,2.6461279720592966e-19,1.3948553191329645e-18,0,keep_EnvFail_or_AgentFail,,True,True,False
web_71_3,0,0.0,1.0,2.5893449401610724e-17,2.35080886596625e-18,2.824425826757697e-17,0,keep_EnvFail_or_AgentFail,,True,True,False
web_71_4,0,0.0,0.9999999999900242,8.818699538075872e-12,1.1570566747051085e-12,9.975756212780981e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_71_5,0,0.0,0.9999999999802687,1.9121049002809014e-11,6.102371627928094e-13,1.9731286165601822e-11,0,keep_EnvFail_or_AgentFail,,True,True,False
web_73_3,0,0.0,0.9999999982849226,1.5161510697852693e-09,1.989264638830292e-10,1.7150775336682985e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_74_1,0,0.0,6.176260602140717e-07,0.08518419859469081,0.9148151837792489,0.9999993823739397,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_74_2,0,0.0,0.0003685681037659127,0.4853485454803605,0.5142828864158736,0.999631431896234,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_74_4,0,0.0,3.061045742986288e-13,0.8840131364451976,0.11598686355449636,0.999999999999694,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_75_1,0,0.0,1.7515571022544888e-12,0.9508157094703599,0.04918429052788864,0.9999999999982485,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_76_3,0,0.0,0.9999999775119025,1.987977356538542e-08,2.608323891310845e-09,2.2488097456696267e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_76_4,0,0.0,0.9999999616476244,3.673590179012758e-08,1.6164737962795892e-09,3.8352375586407165e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_76_5,0,0.0,0.9999999999968514,3.12200631648833e-12,2.668108935766638e-14,3.1486874058459965e-12,0,keep_EnvFail_or_AgentFail,,True,True,False
web_77_4,0,0.0,1.80797859391472e-10,0.9955245191145531,0.004475480704649014,0.9999999998192021,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_77_5,0,0.0,1.4254533186288724e-14,0.9999878400506794,1.215994930644918e-05,0.9999999999999859,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_2,0,0.0,5.3157337889800274e-11,0.9994946130926531,0.0005053868541895374,0.9999999999468426,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_4,0,0.0,2.8189879858671783e-10,0.9461206231036989,0.05387937661440209,0.999999999718101,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_78_5,0,0.0,6.717135122388589e-13,0.4453028616674987,0.5546971383318297,0.9999999999993283,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_81_2,0,0.0,0.9999999873896378,6.830944702039545e-09,5.779417579007812e-09,1.2610362281047356e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_82_4,0,0.0,1.0,3.134499183994732e-26,2.4611338866510885e-27,3.3806125726598406e-26,0,keep_EnvFail_or_AgentFail,,True,True,False
web_82_5,0,0.0,0.9999999820625324,1.4624189161149783e-08,3.3132785060106094e-09,1.7937467667160393e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_83_1,0,0.0,3.300081652429143e-07,0.39845289269377543,0.6015467772980594,0.9999996699918348,1,flip_to_AgentReasoningFail,AgentReasoningFail,True,False,True
web_83_3,0,0.0,0.0015126690642701106,0.8826759171215587,0.11581141381417119,0.9984873309357298,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_83_5,0,0.0,0.0004245734325579982,0.928988486404767,0.070586940162675,0.999575426567442,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_1,0,0.0,0.014245664025691792,0.8036729678461898,0.1820813681281183,0.9857543359743081,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_2,0,0.0,1.5343097383332384e-05,0.9578373591186007,0.04214729778401596,0.9999846569026166,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_86_5,0,0.0,7.336551294949861e-06,0.9293762593016337,0.07061640414707143,0.9999926634487051,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_1,0,0.0,0.9999999999994937,3.6396221672800073e-13,1.423896786390809e-13,5.063518953670816e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_88_2,0,0.0,1.6922220492730668e-06,0.9950735045666641,0.004924803211286684,0.9999983077779507,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_3,0,0.0,8.309696669283893e-07,0.991525458004922,0.008473711025411192,0.9999991690303331,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_88_4,0,0.0,8.54232542168747e-06,0.9854489278717966,0.014542529802781753,0.9999914576745783,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_89_1,0,0.0,0.9999999616476244,3.673590179012758e-08,1.6164737962795892e-09,3.8352375586407165e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_89_5,0,0.0,3.382113713572622e-08,0.9938397617848346,0.006160204394028342,0.9999999661788629,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_8_3,0,0.0,0.00033754850820310315,0.596617072422102,0.4030453790696948,0.9996624514917969,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_8_5,0,0.0,0.999999999038258,5.209689129042875e-10,4.407731323687413e-10,9.617420452730287e-10,0,keep_EnvFail_or_AgentFail,,True,True,False
web_90_3,0,0.0,1.0,1.6738636491868323e-17,3.7923309044555735e-18,2.0530967396323896e-17,0,keep_EnvFail_or_AgentFail,,True,True,False
web_90_4,0,0.0,1.0,2.0048110461900625e-22,2.9585525503719543e-24,2.034396571693782e-22,0,keep_EnvFail_or_AgentFail,,True,True,False
web_90_5,0,0.0,0.9999999850332228,1.075801530534423e-08,4.208761986047161e-09,1.496677729139139e-08,0,keep_EnvFail_or_AgentFail,,True,True,False
web_92_3,0,0.0,1.0,8.95100737582264e-25,2.092831684996989e-28,8.953100207507638e-25,0,keep_EnvFail_or_AgentFail,,True,True,False
web_93_4,0,0.0,2.144040755785717e-11,0.9998918978265647,0.00010810215199505282,0.9999999999785598,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_94_2,0,0.0,1.0,4.018221767967932e-21,2.714514536236636e-21,6.732736304204568e-21,0,keep_EnvFail_or_AgentFail,,True,True,False
web_94_4,0,0.0,1.0,8.811140549325827e-31,1.1560648982702963e-31,9.967205447596123e-31,0,keep_EnvFail_or_AgentFail,,True,True,False
web_95_1,0,0.0,0.00024955341017105534,0.8150838187511077,0.1846666278387212,0.9997504465898289,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_95_2,0,0.0,0.999999998631981,1.1153285964394688e-09,2.526905406515789e-10,1.3680191370910476e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_95_3,0,0.0,0.9999999999990161,9.142715794122327e-13,6.946871162866868e-14,9.837402910409013e-13,0,keep_EnvFail_or_AgentFail,,True,True,False
web_96_2,0,0.0,0.9999999988585435,8.204709297615862e-10,3.2098549424092327e-10,1.1414564240025095e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_96_3,0,0.0,0.9999999982849226,1.5161510697852693e-09,1.989264638830292e-10,1.7150775336682985e-09,0,keep_EnvFail_or_AgentFail,,True,True,False
web_96_4,0,0.0,7.21752746805422e-05,0.8839493325545239,0.11597849217079566,0.9999278247253196,1,flip_to_AgentRetryFail,AgentRetryFail,True,False,True
web_97_3,0,0.0,0.999999999999901,9.478637040587411e-14,4.170843140884145e-15,9.895721354675826e-14,0,keep_EnvFail_or_AgentFail,,True,True,False
